"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A074",52,24767,2021-02-12,56.29083,-162.85583,1,8.79166666666667,30,41,125.09,111193.05,140987,NA,NA,NA,NA,NA,NA,2021-02-11 23:46:00,5616,16250,NA,516,1
"A074",64,24767,2021-02-15,56.3025,-162.43167,1,9.58333333333333,29,39,114.62,109697.79,148243,NA,NA,NA,NA,NA,NA,2021-02-15 01:37:00,5618,16225,NA,516,1
"A074",88,24767,2021-02-22,55.9175,-162.89,1,9.20833333333333,32,42,119.23,116294.51,149094,NA,NA,NA,NA,3,NA,2021-02-22 06:51:00,5551,16248,"C55",516,1
"A262",30,24700,2021-02-03,55.616665,-164.116665,1,15,37,50,119.15,113373.71,159687,NA,NA,NA,NA,6,NA,2021-02-03 00:35:00,5539,16400,NA,509,1
"A262",51,24700,2021-02-08,55.86667,-163.375,1,14.5833333333333,30,46,178.63,168898.7,216537,NA,NA,NA,NA,4,NA,2021-02-08 04:50:00,5552,16326,NA,509,1
"A262",97,24700,2021-02-26,55.883335,-164.575,1,15.4166666666667,37,49,186.22,182114.56,260164,NA,NA,NA,NA,3,NA,2021-02-26 02:40:00,5554,16429,NA,509,1
"A327",10,24635,2021-02-04,55.081525,-164.86167,3,7.70833333333333,42,56,81.65,79008.88,87382,NA,NA,NA,NA,NA,NA,2021-02-04 16:05:00,5506,16451,NA,509,1
"A262",70,24700,2021-02-16,56.725,-162.541665,1,5.20833333333333,28,36,175.09,161328.96,230557,NA,NA,NA,NA,NA,NA,2021-02-16 05:35:00,5642,16232,NA,516,1
"A262",87,24700,2021-02-21,56.316665,-163.05,1,14.5833333333333,28,41,183.94,180945.98,234990,NA,NA,NA,NA,NA,NA,2021-02-21 07:40:00,5621,16305,NA,509,1
"A574",25,24638,2021-02-27,55.691665,-163.308335,3,13.7083333333333,36,46,210,210000,258718,NA,NA,NA,NA,NA,NA,2021-02-27 09:05:00,5539,16325,NA,509,5
"A115",53,24712,2021-02-08,55.901665,-163.41667,1,9.5,33,46,157.88,147916.61,182608,NA,NA,NA,NA,12,NA,2021-02-08 00:10:00,5555,16330,NA,509,1
"A053",4,24765,2021-02-08,55.20264,-164.806805,3,3.33333333333333,49,59,105,103987.66,190725,NA,NA,NA,NA,NA,NA,2021-02-08 14:48:00,5509,16448,NA,509,1
"A041",86,24714,2021-03-02,55.618335,-136.89,1,4.58333333333333,28,39,151.68,148775.67,212534,NA,NA,NA,NA,NA,NA,2021-03-02 00:35:00,5534,11027,NA,509,1
"A069",45,24730,2021-02-07,55.74667,-163.708335,1,13.2083333333333,40,50,103.69,94642.35,131448,NA,NA,NA,NA,NA,NA,2021-02-07 04:56:00,5541,16345,NA,509,1
"A069",46,24730,2021-02-07,55.834165,-163.8475,1,6.08333333333333,42,50,107.98,106815.43,138728,NA,NA,NA,NA,NA,NA,2021-02-07 11:49:00,5549,16350,"C52",509,1
"A069",53,24730,2021-02-09,56.055,-163.4675,1,6.20833333333333,35,45,124.45,116904.39,155865,NA,NA,NA,NA,NA,NA,2021-02-08 23:16:00,5603,16322,NA,509,1
"A054",76,24706,2021-02-22,55.925,-162.841665,1,10.0416666666667,31,41,62.12,60495.49,82872,NA,NA,NA,NA,3,NA,2021-02-21 21:29:00,5551,16248,NA,516,1
"A054",86,24706,2021-02-24,55.73333,-163.833335,1,4.375,38,48,112.46,111130.33,213716,NA,NA,NA,NA,3,NA,2021-02-24 08:30:00,5541,16349,NA,509,1
"A054",9,24706,2021-01-30,55.833335,-164.19167,1,9.375,36,48,89.24,83513.82,110527,NA,NA,0.99,5,5,NA,2021-01-30 16:00:00,5551,16413,"C52",509,1
"A279",2,24604,2021-02-16,55.266665,-164.191665,3,25.875,35,46,108,86655.3,115786,NA,NA,NA,NA,NA,NA,2021-02-15 23:16:00,5518,16406,NA,509,1
"A291",39,24753,2021-02-03,55.469165,-164.584165,2,5.25,45,55,53.34,52300.24,71659,NA,NA,NA,NA,6,NA,2021-02-03 14:02:00,5525,16434,NA,509,1
"A080",58,24719,2021-02-18,55.59167,-164.355,1,5.54166666666667,39,49,160.15,153873.91,229685,NA,NA,NA,NA,4,NA,2021-02-18 13:08:00,5533,16420,"C55",509,1
"A080",12,24719,2021-01-27,55.729165,-164.8775,1,4.54166666666667,42,52,131.91,130187.03,194311,NA,NA,NA,NA,9,3,2021-01-27 11:17:00,5539,16450,NA,509,1
"A255",38,24756,2021-02-04,55.325,-164.25,2,3.54166666666667,38,52,50.17,47998.3,69833,NA,NA,NA,NA,NA,NA,2021-02-04 06:25:00,5520,16419,NA,509,1
"A255",126,24756,2021-02-20,55.791665,-164.75833,2,14.5416666666667,42,55,64.9,63154.4,101845,NA,NA,NA,NA,NA,NA,2021-02-20 06:17:00,5550,16450,NA,509,1
"A167",5,24615,2021-02-20,55.4725,-164.525,3,9.16666666666667,53,54,99.8,99022.97,263612,NA,NA,NA,NA,NA,NA,2021-02-20 07:45:00,5524,16431,NA,509,1
"A282",55,24733,2021-02-12,56.414165,-162.9,1,7.08333333333333,32,41,182.23,175471.03,216619,NA,NA,NA,NA,NA,NA,2021-02-12 18:20:00,5622,16250,NA,516,1
"A255",1,24756,2021-01-30,55.325,-164.16667,2,0.791666666666667,34,50,9.45,9176.77,11765,NA,NA,NA,NA,NA,NA,2021-01-30 12:41:00,5519,16410,NA,509,1
"A282",93,24733,2021-02-27,55.755835,-163.3475,1,13.75,36,46,192.22,188817.51,255162,NA,NA,NA,NA,NA,NA,2021-02-27 16:00:00,5546,16313,"C54",509,1
"A045",53,24751,2021-02-12,56.035,-162.81833,1,7.70833333333333,28,40,88.49,85076.03,110492,NA,NA,NA,NA,NA,NA,2021-02-12 03:00:00,5600,16254,NA,516,1
"A045",79,24751,2021-02-21,55.305835,-164.640835,1,4.375,41,55,83.84,80160.79,109835,NA,NA,NA,NA,NA,NA,2021-02-20 23:35:00,5521,16439,"C51",509,1
"A095",25,24630,2021-02-27,54.425,-165.883335,3,8.29166666666667,250,288,15,15000,17586,NA,NA,NA,NA,NA,NA,2021-02-27 19:24:00,5422,16557,NA,519,1
"A054",1,24706,2021-01-28,55.53333,-165.025,1,1.04166666666667,44,56,80.92,80767.14,192298,2.49,4,NA,NA,NA,NA,2021-01-28 14:50:00,5532,16500,NA,517,1
"A115",90,24712,2021-02-16,56.71583,-162.474165,1,6.5,27,39,178.07,171321.77,389370,NA,NA,NA,NA,NA,NA,2021-02-15 21:49:00,5643,16228,NA,516,1
"A041",6,24714,2021-01-26,55.31167,-164.481665,1,1.45833333333333,43,52,135.99,135150.47,386125,0.69,4,1.5,8,NA,NA,2021-01-26 12:00:00,5518,16426,"C53",509,1
"A091",33,24734,2021-02-05,55.40833,-164.686665,1,14.9166666666667,44,56,132.51,122707.08,194746,NA,NA,1.76,5,5,NA,2021-02-05 01:43:00,5523,16439,NA,509,1
"A136",54,24710,2021-02-11,56.333335,-163.976665,1,17.25,31,43,130.21,115548.75,177757,NA,NA,NA,NA,9,NA,2021-02-10 22:41:00,5618,16401,NA,509,2
"A136",64,24710,2021-02-13,56.463335,-162.79167,1,19.2083333333333,28,40,147.39,137585.22,183445,NA,NA,NA,NA,NA,NA,2021-02-13 14:39:00,5629,16242,NA,516,1
"A136",20,24710,2021-01-31,55.9875,-163.24667,1,10.4166666666667,32,44,133.15,122395.79,154808,NA,NA,NA,NA,NA,NA,2021-01-30 20:01:00,5558,16314,"C53",509,1
"A039",99,24769,2021-02-23,55.65,-163.36667,2,19.75,35,45,69.61,65421.68,92599,NA,NA,NA,NA,NA,NA,2021-02-23 01:00:00,5537,16319,NA,509,1
"A074",35,24767,2021-02-04,55.31583,-164.729165,1,6.83333333333333,43,53,156.36,153084.02,246863,NA,NA,NA,NA,19,NA,2021-02-04 15:23:00,5518,16441,"C55",509,1
"A574",2,24638,2021-01-23,55.225,-164.241665,3,5.58333333333333,35,46,140,124366.12,142103,NA,NA,NA,NA,NA,NA,2021-01-23 11:23:00,5511,16420,NA,509,1
"A262",18,24700,2021-01-28,55.666665,-165.125,1,5.625,40,55,170.13,169867.92,326665,NA,NA,NA,NA,NA,NA,2021-01-28 11:00:00,5544,16510,"C55",517,1
"A262",20,24700,2021-01-29,55.7,-163.98333,1,4.58333333333333,37,46,15.56,14993.02,24182,NA,NA,NA,NA,NA,NA,2021-01-29 16:25:00,5542,16402,NA,509,1
"A262",10,24700,2021-01-26,55.425,-164.375,1,17.9166666666667,30,51,133.23,128965.83,174275,NA,NA,NA,NA,NA,NA,2021-01-25 22:45:00,5528,16418,"C55",509,1
"A262",108,24700,2021-03-01,56.08333,-163.1,1,10.8333333333333,33,45,166.04,163926.86,215695,NA,NA,NA,NA,NA,NA,2021-03-01 11:30:00,5602,16316,NA,516,1
"A262",113,24700,2021-03-03,55.625,-163.55,1,9.79166666666667,28,37,110.07,93083.03,111354,NA,NA,NA,NA,NA,NA,2021-03-03 09:40:00,5530,16334,NA,509,1
"A574",18,24638,2021-02-16,55.475,-163.791665,3,11.5,39,51,170,165772.37,207987,NA,NA,NA,NA,NA,NA,2021-02-16 17:24:00,5529,16341,NA,509,1
"A262",79,24700,2021-02-18,56.70833,-163.43333,1,1.66666666666667,27,36,132.92,127668.7,170219,NA,NA,NA,NA,NA,NA,2021-02-18 19:15:00,5641,16326,"C56",509,1
"A300",1,24763,2021-02-08,55.21153,-164.80903,3,4.79166666666667,55,56,130,130000,296406,NA,NA,NA,NA,NA,NA,2021-02-08 14:56:00,5509,16449,NA,509,1
"A069",22,24730,2021-01-30,55.775,-164.3,1,4.83333333333333,40,49,92.28,81766.4,104448,NA,NA,NA,NA,NA,NA,2021-01-30 11:24:00,5546,16417,"C52",509,1
"A054",60,24706,2021-02-17,55.6,-164.025,1,3.54166666666667,39,49,152.47,150343.09,224387,NA,NA,NA,NA,NA,NA,2021-02-17 13:50:00,5538,16358,"C52",509,1
"A054",58,24706,2021-02-17,55.525,-163.94167,1,6.20833333333333,35,47,127.15,120776.68,165638,NA,NA,NA,NA,NA,NA,2021-02-17 00:41:00,5532,16355,NA,509,1
"A291",146,24753,2021-02-24,55.8,-163.816665,2,7.70833333333333,40,50,52.49,51574.34,97310,NA,NA,NA,NA,NA,NA,2021-02-24 16:55:00,5551,16348,NA,509,1
"A080",77,24719,2021-02-26,55.55833,-163.88417,1,8.25,42,50,128.38,126104.63,172734,NA,NA,NA,NA,NA,NA,2021-02-26 18:42:00,5535,16339,NA,509,1
"A291",10,24753,2021-01-30,55.9775,-163.258335,2,10.625,37,47,48.85,47519.79,59402,NA,NA,NA,NA,NA,NA,2021-01-30 19:00:00,5557,16315,NA,509,1
"A291",110,24753,2021-02-14,56.36083,-162.20083,2,9.375,32,42,42.85,42050.17,54606,NA,NA,NA,NA,NA,NA,2021-02-14 11:40:00,5620,16216,NA,516,1
"A291",115,24753,2021-02-15,56.25,-162.5425,2,13.2916666666667,32,42,56,53961.52,70992,NA,NA,NA,NA,NA,NA,2021-02-15 05:31:00,5615,16229,NA,516,1
"A291",120,24753,2021-02-22,55.778335,-163.08583,2,21.5833333333333,34,44,50.57,49066.06,69111,NA,NA,NA,NA,NA,NA,2021-02-21 19:30:00,5545,16315,NA,516,1
"A255",68,24756,2021-02-10,56.05,-163.06667,2,5,37,48,59.8,58415.77,74897,NA,NA,NA,NA,NA,NA,2021-02-10 16:40:00,5603,16307,NA,509,1
"A282",56,24733,2021-02-13,56.42333,-162.933335,1,5.20833333333333,33,41,169.38,163495.86,197006,NA,NA,NA,NA,NA,NA,2021-02-12 22:15:00,5626,16258,NA,516,1
"A225",21,24750,2021-02-22,55.525835,-163.5475,1,5.625,29,38,85.96,83223.03,117219,NA,NA,NA,NA,NA,NA,2021-02-22 20:15:00,5529,16338,NA,509,1
"A045",34,24751,2021-02-04,55.560835,-164.7075,1,9.75,43,55,84.3,78898.36,133713,NA,NA,NA,NA,NA,NA,2021-02-04 05:35:00,5536,16441,NA,509,2
"A045",67,24751,2021-02-16,56.216665,-162.29,1,14.7916666666667,28,40,68.94,60546.84,79613,NA,NA,0.07,4,NA,NA,2021-02-15 22:25:00,5615,16216,"C51",516,1
"A455",2,24741,2021-01-22,55.175835,-164.495,3,9.375,41,51,105,85456.48,91401,NA,NA,NA,NA,NA,NA,2021-01-22 00:20:00,5512,16423,NA,509,1
"A136",49,24710,2021-02-09,56.315,-163.495,1,7.25,32,44,115.31,113572.79,161691,NA,NA,NA,NA,NA,NA,2021-02-09 13:22:00,5618,16327,"C55",509,1
"A039",69,24769,2021-02-16,55.416665,-163.875,2,13.4583333333333,38,48,62.78,55803.71,75126,NA,NA,NA,NA,NA,NA,2021-02-16 04:11:00,5529,16342,NA,509,1
"A039",85,24769,2021-02-19,55.271665,-164.19,2,10.2916666666667,33,44,51.68,50256.26,67772,NA,NA,NA,NA,NA,NA,2021-02-19 19:30:00,5516,16411,NA,509,1
"A074",34,24767,2021-02-04,55.48,-164.72417,1,9.25,44,54,114.01,108657.52,184166,NA,NA,NA,NA,9,NA,2021-02-04 08:37:00,5534,16443,"C55",509,1
"A074",21,24767,2021-02-01,56.0975,-164.01083,1,12.1666666666667,36,46,157.35,153705.3,172699,NA,NA,NA,NA,NA,NA,2021-02-01 07:49:00,5605,16356,"C56",509,1
"A074",76,24767,2021-02-20,55.72,-164.804165,1,10.1666666666667,40,50,79.25,73336.85,106301,NA,NA,NA,NA,NA,NA,2021-02-20 00:49:00,5545,16443,NA,509,1
"A382",4,24766,2021-02-18,55.23667,-164.33486,3,12.4166666666667,40,50,105,102007.43,131673,NA,NA,NA,NA,NA,NA,2021-02-18 18:35:00,5512,16421,NA,509,1
"A262",41,24700,2021-02-06,55.108335,-164.68333,1,18.75,35,41,147.51,136086.75,172299,NA,NA,NA,NA,5,NA,2021-02-05 19:40:00,5504,16444,NA,509,1
"A262",54,24700,2021-02-09,56.01667,-163.516665,1,7.5,30,45,185.84,183262.04,244346,NA,NA,NA,NA,NA,NA,2021-02-09 01:35:00,5601,16332,"C55",509,1
"A262",62,24700,2021-02-14,56.225,-162.316665,1,7.70833333333333,30,40,175.78,173737.97,219923,NA,NA,NA,NA,NA,NA,2021-02-14 03:55:00,5609,16221,NA,516,1
"A115",40,24712,2021-02-02,55.57,-164.18417,1,6.875,30,51,156.73,154926.91,215174,NA,NA,NA,NA,NA,NA,2021-02-02 06:50:00,5532,16414,NA,509,1
"A115",19,24712,2021-01-28,55.594165,-165.079165,1,4.75,32,55,181.31,180860.63,401902,NA,NA,1.38,8,16,NA,2021-01-28 09:29:00,5536,16503,NA,517,2
"A115",21,24712,2021-01-29,55.66167,-163.56,1,15,30,42,144.56,137413.95,178462,NA,NA,1.06,4,NA,NA,2021-01-29 00:05:00,5540,16330,NA,509,2
"A115",45,24712,2021-02-03,55.761665,-164.29,1,12.125,29,49,95.57,91616.96,138817,NA,NA,NA,NA,9,NA,2021-02-03 05:00:00,5543,16413,NA,509,2
"A039",27,24697,2021-02-02,55.444165,-164.52417,2,7.83333333333333,45,55,63.38,58978.24,81463,NA,NA,NA,NA,NA,NA,2021-02-02 19:00:00,5526,16432,NA,509,1
"A069",38,24730,2021-02-05,55.66,-165.063335,1,8.79166666666667,47,55,95.36,58565.11,110480,NA,NA,NA,NA,4,NA,2021-02-05 08:40:00,5537,16500,"C52",517,1
"A054",95,24706,2021-02-26,55.525,-164.033335,1,3.125,39,49,122.7,113562.8,165683,NA,NA,NA,NA,NA,NA,2021-02-26 15:50:00,5533,16403,"C52",509,1
"A069",81,24730,2021-02-18,55.59417,-164.3625,1,3.125,42,50,121.12,118294.67,176565,NA,NA,NA,NA,3,NA,2021-02-18 14:15:00,5533,16421,"C52",509,1
"A105",16,24761,2021-02-27,55.5825,-163.571665,1,8.54166666666667,31,41,96.36,93069.97,111096,NA,NA,NA,NA,NA,NA,2021-02-27 14:10:00,5535,16335,NA,509,1
"A291",141,24753,2021-02-24,55.7625,-163.6975,2,21.0416666666667,40,50,55.28,53023.07,88371,NA,NA,NA,NA,NA,NA,2021-02-24 02:10:00,5545,16331,NA,509,1
"A291",160,24753,2021-02-26,55.876665,-164.745,2,11.25,40,52,57.55,57152.66,95261,NA,NA,NA,NA,NA,NA,2021-02-26 11:30:00,5544,16443,NA,509,1
"A080",46,24719,2021-02-14,56.375,-162.138335,1,6.875,32,42,157.78,154943.97,198653,NA,NA,NA,NA,NA,NA,2021-02-14 15:33:00,5624,16207,"C56",516,1
"A291",82,24753,2021-02-09,55.499165,-164.925835,2,6.25,46,56,58.53,57639.91,92960,NA,NA,NA,NA,NA,NA,2021-02-09 02:30:00,5529,16458,NA,509,1
"A291",122,24753,2021-02-22,55.75917,-163.1,2,19.3333333333333,34,44,47.19,42728.21,58410,NA,NA,NA,NA,NA,NA,2021-02-21 23:36:00,5543,16312,NA,516,1
"A080",20,24719,2021-01-31,55.870835,-164.43167,1,10.2916666666667,39,47,161.48,156541.46,205975,NA,NA,NA,NA,NA,NA,2021-01-31 00:05:00,5550,16424,NA,509,1
"A282",22,24733,2021-02-01,56.170835,-163.91167,1,10.625,36,46,119.44,116794.03,129768,NA,NA,NA,NA,NA,NA,2021-02-01 01:20:00,5612,16352,"C54",509,1
"A282",53,24733,2021-02-12,56.131665,-162.971665,1,7.08333333333333,34,43,181.01,176985.63,229843,NA,NA,0.96,7,NA,NA,2021-02-12 04:45:00,5605,16259,"C54",516,1
"A282",58,24733,2021-02-14,56.15,-162.876665,1,8.75,32,42,77.09,72960.54,95992,NA,NA,NA,NA,NA,NA,2021-02-14 00:55:00,5609,16258,"C54",516,1
"A225",1,24750,2021-02-18,55.210835,-164.3875,1,3.54166666666667,38,48,47.15,35400.8,41166,NA,NA,NA,NA,NA,NA,2021-02-18 01:35:00,5510,16426,NA,509,1
"A282",6,24733,2021-01-26,55.491665,-164.721665,1,8.33333333333333,44,54,165.25,162252.78,222262,NA,NA,NA,NA,NA,NA,2021-01-26 20:05:00,5522,16440,"C54",509,1
"A045",80,24751,2021-02-21,55.2925,-164.685,1,4.79166666666667,43,55,92.72,90049.83,128641,0.56,3,NA,NA,3,NA,2021-02-21 02:10:00,5513,16440,"C51",509,1
"A115",62,24712,2021-02-09,56.296665,-163.4725,1,9.625,28,46,200.14,191964.64,259415,NA,NA,NA,NA,4,NA,2021-02-09 19:52:00,5618,16327,NA,509,1
"A041",14,24714,2021-01-29,55.72833,-163.973335,1,14.375,39,49,93.16,89605.02,113427,NA,NA,NA,NA,NA,NA,2021-01-29 08:40:00,5538,16402,NA,509,1
"A091",36,24734,2021-02-06,55.290835,-164.284165,1,18.1666666666667,37,49,42.67,32480.57,44842,NA,NA,NA,NA,7,NA,2021-02-06 07:22:00,5521,16410,NA,509,1
"A091",2,24734,2021-01-24,55.470835,-164.098335,1,2.625,40,51,150.34,149457.35,229923,NA,NA,NA,NA,6,NA,2021-01-24 12:24:00,5529,16403,NA,509,1
"A091",9,24734,2021-01-26,55.57,-164.509165,1,11.875,41,53,123.8,121927.11,225786,NA,NA,NA,NA,NA,NA,2021-01-26 09:06:00,5529,16427,NA,509,1
"A039",51,24769,2021-02-12,56.211665,-162.818335,2,14.625,34,44,59.13,56957.08,74012,NA,NA,NA,NA,NA,NA,2021-02-12 09:35:00,5611,16248,NA,516,1
"A102",6,24772,2021-02-23,55.7425,-163.66833,3,5,35,49,150,148786.49,239536,NA,NA,NA,NA,NA,NA,2021-02-23 17:30:00,5544,16334,NA,509,1
"A074",91,24767,2021-02-23,55.865,-163.318335,1,14.375,33,43,80.66,68934.08,94980,NA,NA,NA,NA,NA,NA,2021-02-22 19:42:00,5601,16309,NA,509,1
"A262",28,24700,2021-02-02,55.60833,-164.216665,1,8.75,36,50,164.32,162624.74,211204,NA,NA,0.79,3,NA,NA,2021-02-02 11:50:00,5535,16420,"C55",509,1
"A262",11,24700,2021-01-26,55.458335,-164.55,1,10.4166666666667,30,53,180.19,176729.51,220909,NA,NA,NA,NA,NA,NA,2021-01-26 06:50:00,5521,16427,NA,509,1
"A262",111,24700,2021-03-02,55.80833,-163.241665,1,22.7083333333333,30,41,149.58,124574.05,157171,NA,NA,NA,NA,NA,NA,2021-03-02 08:30:00,5559,16254,NA,509,1
"A317",2,24703,2021-01-31,55.279165,-164.42583,3,29.75,43,53,150,146282.61,179348,NA,NA,NA,NA,NA,NA,2021-01-31 01:20:00,5515,16428,NA,509,1
"A262",67,24700,2021-02-15,56.3,-162.7,1,12.9166666666667,31,41,71.06,63390.95,84003,NA,NA,NA,NA,NA,NA,2021-02-15 13:35:00,5615,16242,"C55",516,1
"A039",3,24697,2021-01-26,55.4,-164.550835,2,5.66666666666667,43,53,64.16,63142.18,91510,NA,NA,NA,NA,NA,NA,2021-01-26 00:24:00,5522,16428,NA,509,1
"A115",9,24712,2021-01-26,55.47333,-164.563335,1,8.83333333333333,37,52,187.01,181937.35,242585,NA,NA,NA,NA,8,NA,2021-01-26 01:10:00,5530,16434,NA,509,1
"A039",39,24697,2021-02-05,55.330835,-164.2975,2,2.5,42,52,58.4,57157.79,87937,NA,NA,NA,NA,NA,NA,2021-02-05 14:00:00,5519,16416,NA,509,1
"A069",98,24730,2021-02-25,55.50833,-163.66583,1,2.25,35,42,109.79,108890.24,137833,NA,NA,NA,NA,NA,NA,2021-02-25 09:45:00,5532,16339,"C52",509,1
"A254",6,24602,2021-02-02,55.40583,-164.76833,3,6.125,44,56,220,220000,614327,NA,NA,NA,NA,NA,NA,2021-02-02 10:08:00,5523,16441,NA,509,1
"A291",51,24753,2021-02-05,55.300835,-164.7375,2,10.8333333333333,47,57,49.24,44084.74,56542,NA,NA,1.55,6,NA,NA,2021-02-05 00:28:00,5516,16440,NA,509,1
"A080",45,24719,2021-02-14,56.33667,-162.25083,1,14.8333333333333,30,40,159.26,156145.55,202776,NA,NA,NA,NA,NA,NA,2021-02-14 07:35:00,5618,16224,"C56",516,1
"A291",68,24753,2021-02-07,55.4575,-164.410835,2,28.4583333333333,42,52,50.31,46234.62,72265,NA,NA,NA,NA,NA,NA,2021-02-07 04:51:00,5525,16417,NA,509,1
"A291",71,24753,2021-02-07,55.55583,-164.4575,2,2.16666666666667,44,54,57.44,56664.93,83329,NA,NA,NA,NA,NA,NA,2021-02-07 15:36:00,5532,16425,NA,509,1
"A291",76,24753,2021-02-08,55.555,-164.7975,2,3.125,44,54,54.56,54198.39,84687,NA,NA,1.15,6,NA,NA,2021-02-08 11:30:00,5534,16445,NA,509,1
"A255",34,24756,2021-02-03,55.408335,-164.333335,2,9.91666666666667,43,54,53.36,48515.61,74977,NA,NA,NA,NA,NA,NA,2021-02-03 12:42:00,5527,16415,NA,509,1
"A255",35,24756,2021-02-04,55.33333,-164.20833,2,13.125,43,53,53.21,46596,62676,NA,NA,NA,NA,NA,NA,2021-02-03 21:40:00,5520,16423,NA,509,1
"A093",23,24629,2021-02-25,55.463335,-163.86417,3,6.66666666666667,39,49,120,115883.19,152424,NA,NA,NA,NA,NA,NA,2021-02-25 15:32:00,5526,16358,NA,509,1
"A255",103,24756,2021-02-17,55.541665,-164.066665,2,2.95833333333333,41,51,9.74,6792.33,9772,NA,NA,NA,NA,NA,NA,2021-02-17 16:43:00,5532,16405,NA,509,1
"A255",106,24756,2021-02-18,55.716665,-163.866665,2,15.8333333333333,40,50,56.33,47643.44,67927,NA,NA,NA,NA,NA,NA,2021-02-17 19:40:00,5542,16347,NA,509,1
"A282",51,24733,2021-02-12,56.1175,-162.810835,1,8.54166666666667,33,42,133.25,129952.55,185660,NA,NA,1.37,7,NA,NA,2021-02-11 20:40:00,5604,16253,"C54",516,1
"A255",123,24756,2021-02-20,55.68917,-164.8075,2,20.7083333333333,42,52,29.26,26957.38,39058,NA,NA,NA,NA,NA,NA,2021-02-20 00:26:00,5540,16444,NA,509,1
"A282",82,24733,2021-02-23,55.79417,-163.65,1,11.6666666666667,38,48,227.67,221569.03,363232,NA,NA,NA,NA,NA,NA,2021-02-23 18:55:00,5552,16336,"C54",509,1
"A282",85,24733,2021-02-25,55.75833,-164.13,1,12.2916666666667,39,49,176.13,170983.61,240819,NA,NA,NA,NA,NA,NA,2021-02-24 19:35:00,5541,16407,"C54",509,1
"A045",2,24751,2021-01-26,55.609165,-164.603335,1,1.45833333333333,37,52,95.15,94861.97,126484,NA,NA,NA,NA,NA,NA,2021-01-26 18:06:00,5535,16435,NA,509,1
"A225",19,24750,2021-02-22,55.505835,-164.981665,1,7.5,43,55,55.69,50583.23,90318,NA,NA,NA,NA,NA,NA,2021-02-22 09:10:00,5529,16458,NA,509,1
"A054",3,24706,2021-01-29,55.625,-163.86667,1,8.45833333333333,33,45,108.6,105197.62,138781,NA,NA,NA,NA,NA,NA,2021-01-29 01:38:00,5537,16352,NA,509,1
"A091",39,24734,2021-02-07,55.586665,-164.05917,1,25.4166666666667,41,53,125.2,115645.82,170068,NA,NA,NA,NA,NA,NA,2021-02-07 03:05:00,5527,16417,NA,509,1
"A091",94,24734,2021-02-22,55.7925,-163.1475,1,9.29166666666667,31,43,134.57,132246.55,178699,NA,NA,NA,NA,NA,NA,2021-02-22 14:25:00,5551,16259,NA,509,1
"78139",3,24603,2021-01-24,55.366665,-164.23333,3,6.04166666666667,40,54,450,450000,673979,NA,NA,NA,NA,NA,NA,2021-01-24 13:05:00,5520,16417,NA,509,5
"A136",34,24710,2021-02-05,55.088335,-164.599165,1,5.41666666666667,24,36,135.92,133365.35,166705,NA,NA,NA,NA,3,NA,2021-02-05 17:31:00,5507,16433,"C56",509,1
"A136",74,24710,2021-02-20,56.483335,-163.0075,1,6.625,29,41,133.63,131443.78,196187,NA,NA,NA,NA,4,NA,2021-02-20 07:39:00,5629,16256,NA,509,1
"A039",95,24769,2021-02-22,55.775835,-163.15583,2,13.125,35,45,68.55,66673.4,86590,NA,NA,NA,NA,NA,NA,2021-02-22 04:15:00,5545,16311,NA,509,1
"A262",3,24700,2021-01-24,55.283335,-164.208335,1,5,38,47,132.57,129622.48,148992,NA,NA,NA,NA,NA,NA,2021-01-24 02:55:00,5519,16407,NA,509,1
"A262",74,24700,2021-02-17,56.70833,-163,1,8.95833333333333,26,38,172.57,170071.51,253832,NA,NA,NA,NA,NA,NA,2021-02-17 12:00:00,5638,16302,"C55",516,1
"A041",85,24714,2021-02-28,55.88,-162.965835,1,6.875,33,43,159.26,150931.01,202336,NA,NA,0.8,4,NA,NA,2021-02-28 12:00:00,5549,16258,NA,516,1
"A054",40,24706,2021-02-07,55.941665,-163.51667,1,13.125,36,47,116.19,110764.91,153861,NA,NA,NA,NA,NA,NA,2021-02-07 18:40:00,5559,16334,NA,509,1
"A069",23,24730,2021-01-30,55.875,-164.236665,1,5.54166666666667,40,49,106.35,105030.77,136390,NA,NA,NA,NA,NA,NA,2021-01-30 16:56:00,5552,16417,"C52",509,2
"A054",96,24706,2021-02-27,55.54167,-164.075,1,16.25,36,46,118.06,110521.29,167072,NA,NA,NA,NA,NA,NA,2021-02-26 20:40:00,5534,16352,NA,509,1
"A254",4,24602,2021-01-24,55.33417,-164.286665,3,1.95833333333333,39,51,110,110000,138532,NA,NA,NA,NA,NA,NA,2021-01-24 13:35:00,5518,16418,NA,509,1
"A291",43,24753,2021-02-04,55.539165,-164.694165,2,10.25,43,55,52.01,49963.06,75710,NA,NA,NA,NA,6,NA,2021-02-04 00:44:00,5534,16442,NA,509,1
